player,player_id,position,team_name,player_game_count,avg_time_to_throw,less_attempts,less_completion_percent,less_accuracy_percent,less_ypa,less_big_time_throws,less_btt_rate,less_turnover_worthy_plays,less_twp_rate,less_interceptions,less_touchdowns,less_avg_depth_of_target,less_avg_time_to_throw,less_def_gen_pressures,less_pressure_to_sack_rate,less_sack_percent,less_qb_rating,more_attempts,more_completion_percent,more_accuracy_percent,more_ypa,more_big_time_throws,more_btt_rate,more_turnover_worthy_plays,more_twp_rate,more_interceptions,more_touchdowns,more_avg_depth_of_target,more_avg_time_to_throw,more_def_gen_pressures,more_pressure_to_sack_rate,more_sack_percent,more_qb_rating
Ruel Tomlinson,188241,QB,KENT STATE,4,2.9,22,40.9,70.0,2.9,0,0.0,1,4.3,1,0,4.2,1.84,3,33.3,4.3,29.7,7,14.3,28.6,1.0,0,0.0,1,3.6,1,0,20.3,3.87,19,52.6,35.7,0.0
Javance Tupou'ata-Johnson,175766,QB,S DIEGO ST,3,3.1,20,65.0,75.0,6.7,1,4.3,2,8.3,0,2,7.2,2.02,6,16.7,4.8,117.3,19,36.8,42.1,4.7,0,0.0,3,9.4,2,0,14.8,3.85,15,26.7,13.3,12.7
Michael Kern,97799,QB,WAKE,5,2.89,19,63.2,72.2,5.4,0,0.0,1,5.0,0,0,5.4,2.12,3,0.0,0.0,77.3,26,46.2,56.0,7.1,5,17.9,3,8.8,3,1,15.6,3.34,16,25.0,12.5,43.4
Dequan Finn,97804,QB,BAYLOR,2,3.16,14,57.1,64.3,8.8,1,6.3,1,5.9,0,1,5.7,1.9,2,50.0,6.7,110.1,29,51.7,57.1,6.3,0,0.0,2,5.4,2,2,12.2,3.81,17,17.6,8.8,65.9
Junior Muratovic,150858,QB,FL A&M,4,2.48,25,56.0,66.7,3.1,0,0.0,2,7.7,2,1,3.3,1.87,4,0.0,0.0,41.8,20,35.0,35.0,6.0,1,4.8,3,10.7,2,0,13.6,3.09,10,30.0,12.0,16.7
Kaiden Bennett,147778,QB,SACRAMENTO,2,2.93,28,67.9,70.4,5.7,1,3.6,1,3.4,1,0,5.8,1.81,5,20.0,3.4,67.6,18,22.2,26.7,6.4,1,5.0,4,18.2,2,1,19.3,4.55,9,11.1,5.0,32.9
Ty Englehart,162239,QB,PRESBYTERN,4,2.95,19,63.2,70.6,9.4,2,10.0,0,0.0,1,1,6.9,1.77,3,33.3,5.0,89.6,19,42.1,44.4,4.6,0,0.0,1,3.3,1,2,21.2,3.76,21,28.6,20.7,69.4
Ren Hefley,101621,QB,GARD-WEBB,5,2.69,24,50.0,54.2,3.3,0,0.0,1,3.4,1,1,7.8,1.88,5,20.0,4.0,54.0,22,54.5,60.0,4.7,1,4.2,1,3.8,0,0,12.6,3.53,6,0.0,0.0,67.2
PJ London,164424,QB,N ARIZONA,4,3.34,17,76.5,81.3,10.7,0,0.0,0,0.0,0,1,4.3,1.9,1,0.0,0.0,130.0,20,40.0,52.9,4.0,0,0.0,5,15.6,3,0,12.7,4.13,14,7.1,3.2,12.3
Eddie Lee Marburger,145511,QB,UTSA,6,2.52,28,57.1,66.7,6.0,1,3.4,0,0.0,2,2,5.8,1.74,8,0.0,0.0,68.9,12,50.0,54.5,5.4,1,8.3,1,5.3,1,0,10.7,3.67,11,18.2,10.5,31.6
Hess Horne,148110,QB,MERCER,5,2.23,31,71.0,83.3,5.2,0,0.0,2,6.5,1,2,4.1,1.62,3,0.0,0.0,91.1,13,38.5,55.6,2.4,0,0.0,2,11.8,1,0,11.7,3.41,11,18.2,12.5,14.6
Henry Belin IV,162693,QB,DUKE,2,2.85,19,73.7,73.7,4.9,0,0.0,1,5.3,1,0,3.3,1.66,5,0.0,0.0,62.2,26,46.2,52.2,5.7,0,0.0,1,3.3,0,2,13.3,3.66,18,0.0,0.0,90.1
Robby Ashford,131702,QB,S CAROLINA,6,2.95,20,85.0,94.7,7.5,0,0.0,0,0.0,0,1,2.2,1.73,3,0.0,0.0,114.6,12,50.0,63.6,14.5,3,17.6,2,6.3,0,1,22.1,3.85,14,42.9,22.2,123.6
Michael Appel Jr.,149746,QB,VALPO,2,2.37,23,69.6,81.0,4.1,1,4.3,2,7.4,2,0,4.2,1.6,4,100.0,14.8,41.0,11,45.5,45.5,2.9,1,7.7,1,4.8,0,0,12.2,3.47,8,62.5,26.3,52.5
Vinson Berry,191788,QB,NORFOLK,3,2.54,24,62.5,71.4,7.8,0,0.0,0,0.0,0,1,11.0,1.89,4,0.0,0.0,100.3,18,33.3,37.5,3.9,0,0.0,4,17.4,0,0,15.9,3.26,10,40.0,18.2,46.3
Jim Ogle,192530,QB,MURRAY ST,4,2.48,30,40.0,51.7,4.4,1,3.1,1,3.1,3,0,11.4,1.89,4,0.0,0.0,14.2,13,38.5,50.0,5.2,0,0.0,1,5.9,1,0,16.9,3.64,7,14.3,6.7,23.9
Ty Michael,161961,QB,MCKENDREE,1,2.68,27,48.1,61.5,4.6,0,0.0,1,3.4,0,0,9.3,1.97,4,0.0,0.0,61.2,11,36.4,55.6,4.2,1,7.1,0,0.0,0,0,16.1,3.73,8,37.5,16.7,49.8
Ty Thompson,146568,QB,TULANE,6,3.32,16,56.3,66.7,6.9,0,0.0,1,5.6,1,0,6.5,1.97,1,0.0,0.0,51.6,24,33.3,36.4,3.7,2,7.4,1,3.0,2,3,14.2,4.06,10,10.0,3.4,50.2
Gavin Wimsatt,155757,QB,KENTUCKY,6,2.98,16,50.0,56.3,6.2,2,12.5,4,25.0,4,2,13.4,1.95,1,0.0,0.0,69.5,23,34.8,50.0,8.2,4,14.8,1,3.0,0,1,17.9,3.57,14,21.4,10.7,79.6
Drew Devillier,190639,QB,RICE,3,2.39,28,60.7,75.0,4.3,0,0.0,1,3.6,0,0,3.5,1.89,5,0.0,0.0,70.7,11,27.3,30.0,1.5,0,0.0,1,5.6,0,0,11.4,3.25,8,25.0,12.5,39.6
Daniel Greek,126950,QB,TARLETON,4,2.68,24,66.7,78.3,5.7,1,4.2,1,4.2,1,2,9.3,2.02,1,0.0,0.0,91.8,16,43.8,50.0,7.6,2,10.5,1,4.3,0,1,17.6,3.47,7,28.6,10.0,91.1
Tripp Holley,191864,QB,FORDHAM,3,3.29,14,71.4,71.4,4.1,0,0.0,0,0.0,0,0,4.6,1.8,1,0.0,0.0,78.6,13,30.8,44.4,3.9,1,7.1,1,3.1,0,0,10.7,3.98,18,50.0,30.0,44.1
Hank Brown,172439,QB,AUBURN,3,2.22,30,63.3,72.4,7.2,1,3.2,3,9.7,3,4,5.4,1.69,4,0.0,0.0,85.0,13,61.5,75.0,14.3,1,7.7,0,0.0,0,2,17.4,3.34,6,0.0,0.0,145.0
Cam'Ron McCoy,157481,QB,JACKSON ST,5,2.68,25,52.0,64.0,9.4,0,0.0,2,8.0,1,2,7.4,1.9,2,0.0,0.0,94.6,13,38.5,53.8,5.8,1,7.7,0,0.0,0,2,23.2,3.72,7,28.6,10.5,97.8
Damien Mazil,159562,QB,WAGNER,2,2.44,26,65.4,76.0,6.3,1,3.8,3,11.5,3,1,6.8,1.67,4,0.0,0.0,55.9,15,46.7,61.5,8.5,0,0.0,0,0.0,0,2,13.0,3.54,6,50.0,16.7,115.8
Kaiden Box,185030,QB,N COLORADO,2,2.31,32,46.9,56.7,4.9,0,0.0,0,0.0,0,1,7.3,1.87,5,0.0,0.0,72.0,7,28.6,28.6,11.7,2,25.0,0,0.0,0,0,24.6,3.6,4,75.0,27.3,75.9
Steve Angeli,156966,QB,NOTRE DAME,8,2.73,21,76.2,90.5,7.5,1,4.8,0,0.0,0,1,5.8,1.91,6,33.3,8.7,112.8,15,53.3,71.4,7.3,1,6.3,0,0.0,0,2,11.4,3.67,10,30.0,15.0,116.7
Ben Harris,144624,QB,N ALABAMA,5,2.76,18,44.4,52.9,5.2,1,4.5,1,4.5,1,0,7.8,1.91,0,,0.0,37.5,15,40.0,40.0,7.9,2,11.8,1,3.7,1,0,19.8,3.51,9,11.1,4.2,40.4
Blake Baker,170448,QB,LA TECH,2,2.48,26,50.0,68.0,4.7,0,0.0,1,3.4,3,1,6.3,1.86,7,28.6,7.1,36.4,9,66.7,87.5,21.4,0,0.0,0,0.0,0,0,12.0,3.63,9,22.2,13.3,109.7
Bryce Patterson,160569,QB,MOREHEAD,3,2.95,16,37.5,43.8,3.8,0,0.0,1,5.9,0,0,10.0,1.93,1,0.0,0.0,49.2,21,38.1,44.4,8.5,1,4.5,3,11.1,2,1,14.3,3.58,13,15.4,7.7,45.4
Conner Harrell,156352,QB,N CAROLINA,4,2.82,18,66.7,72.2,5.6,0,0.0,0,0.0,0,0,0.0,1.76,1,0.0,0.0,80.8,19,47.4,62.5,9.6,0,0.0,1,3.3,1,2,17.9,3.62,10,20.0,8.3,94.6
Braxton Woodson,175276,QB,NAVY,3,2.47,27,51.9,65.4,5.6,0,0.0,0,0.0,2,1,6.9,1.85,2,0.0,0.0,50.2,9,44.4,50.0,10.1,0,0.0,0,0.0,0,1,12.8,3.57,6,33.3,13.3,118.3
Ruben Lee II,174276,QB,MS VLY ST,3,2.73,18,55.6,61.1,5.0,0,0.0,1,5.0,0,0,8.7,1.97,5,20.0,5.3,69.2,15,46.7,46.7,10.6,2,12.5,2,8.3,1,2,17.8,3.37,17,17.6,13.0,96.9
Jackson Stratton,157206,QB,IOWA,3,2.41,20,70.0,88.2,8.7,0,0.0,0,0.0,0,1,4.5,1.86,6,16.7,4.8,113.1,15,46.7,60.0,3.1,0,0.0,0,0.0,0,0,8.3,3.33,9,11.1,5.6,53.8
Justyn Martin,162461,QB,UCLA,3,2.57,24,75.0,86.4,3.9,0,0.0,0,0.0,0,1,1.4,1.99,10,0.0,0.0,94.6,11,54.5,54.5,7.8,0,0.0,1,5.9,0,0,8.7,3.39,12,25.0,17.6,80.1
Miles Scott,178892,QB,MHMRTI,1,2.55,21,52.4,63.2,4.6,0,0.0,0,0.0,0,2,7.9,1.82,5,20.0,4.5,96.7,12,50.0,66.7,9.5,2,16.7,1,5.3,0,1,17.8,3.39,14,50.0,36.8,111.1
Mitchell Gossett,152690,QB,POINTVILLE,1,1.94,33,42.4,60.0,3.5,1,2.7,0,0.0,0,1,7.4,1.7,12,0.0,0.0,62.1,7,28.6,50.0,5.0,0,0.0,1,10.0,0,1,19.8,2.93,4,0.0,0.0,87.5
Craig Pender,194055,QB,ECU,1,2.13,27,63.0,72.0,4.3,0,0.0,1,3.6,1,2,5.7,1.59,4,0.0,0.0,81.9,12,50.0,63.6,7.3,0,0.0,2,14.3,1,0,12.0,3.16,7,28.6,14.3,39.2
Gabarri Johnson,175905,QB,OREGON ST,6,3.24,13,46.2,58.3,5.0,0,0.0,1,7.7,1,0,9.4,2.11,1,0.0,0.0,29.3,15,53.3,61.5,7.1,0,0.0,1,3.6,0,0,7.5,3.77,13,38.5,17.9,76.3
Preston Brown,97167,QB,CATAWB,1,2.46,23,60.9,68.2,3.9,0,0.0,2,8.0,1,2,4.1,1.71,2,0.0,0.0,80.0,10,80.0,80.0,9.1,0,0.0,0,0.0,0,0,11.7,3.46,7,71.4,29.4,104.6
Beau Pribula,164182,QB,PENN STATE,7,2.6,18,72.2,82.4,7.9,2,11.1,0,0.0,1,3,8.1,1.83,1,0.0,0.0,111.6,17,76.5,82.4,7.8,1,5.0,0,0.0,0,2,8.3,3.23,8,12.5,4.5,137.6
Charles DePrima,148879,QB,HARVARD,6,3.23,13,84.6,92.3,11.2,0,0.0,2,13.3,0,2,5.5,1.73,1,200.0,13.3,153.0,12,58.3,80.0,4.9,0,0.0,0,0.0,0,0,10.0,4.14,12,25.0,12.0,71.2
Luke Duby,148765,QB,BLHLYJ,1,2.43,28,53.6,59.3,5.6,0,0.0,0,0.0,0,2,5.7,1.96,8,0.0,0.0,93.8,9,33.3,33.3,2.4,0,0.0,4,30.8,2,0,10.1,3.53,7,28.6,16.7,2.8
Christopher Vizzina,170032,QB,CLEMSON,7,2.28,25,56.0,73.9,5.2,0,0.0,0,0.0,0,0,4.8,1.74,3,0.0,0.0,70.3,9,55.6,62.5,6.8,0,0.0,0,0.0,0,0,15.5,3.42,6,50.0,21.4,76.6
Tayven Jackson,157615,QB,INDIANA,4,2.61,18,77.8,88.2,9.6,1,5.3,0,0.0,1,3,3.6,1.88,1,0.0,0.0,123.1,19,47.4,58.8,9.3,1,5.0,2,8.7,0,1,15.7,3.2,9,11.1,4.5,97.7
Richie Watts,171217,QB,CAL POLY,6,2.86,20,50.0,55.6,3.3,1,4.8,0,0.0,0,0,10.7,1.95,5,20.0,4.8,57.3,11,72.7,72.7,12.9,1,7.7,0,0.0,0,3,12.4,3.93,7,14.3,5.6,154.4
Gehrig Slunaker,195446,QB,GTOWN COL,1,2.14,25,64.0,64.0,9.5,2,8.0,0,0.0,0,1,8.5,1.79,1,0.0,0.0,108.4,9,22.2,22.2,4.0,0,0.0,0,0.0,0,0,19.0,2.96,4,75.0,23.1,43.8
Brandon Rose,158503,QB,UTAH,2,2.75,18,55.6,61.1,3.9,1,5.3,0,0.0,1,1,6.7,1.73,2,0.0,0.0,60.0,18,50.0,58.8,4.8,0,0.0,2,9.1,1,1,11.6,3.63,6,16.7,4.8,59.3
CJ Harris,130594,QB,CAL,2,2.45,21,76.2,85.0,5.1,0,0.0,1,4.5,0,0,3.2,1.71,2,0.0,0.0,86.8,10,30.0,33.3,7.7,1,7.7,3,14.3,1,0,24.1,3.32,8,50.0,22.2,19.6
John White,184784,QB,SO MISS,3,2.77,22,63.6,68.2,6.8,1,3.8,1,3.7,2,0,7.1,1.9,6,16.7,4.3,45.5,9,33.3,42.9,10.1,0,0.0,1,6.3,1,0,22.0,4.01,8,50.0,25.0,32.4
Kael Alexander,189294,QB,STETSON,2,3.07,20,60.0,68.4,3.7,0,0.0,1,4.5,0,0,6.5,1.93,2,0.0,0.0,67.5,15,60.0,69.2,5.7,1,6.7,1,5.6,2,0,12.1,4.51,12,25.0,16.7,36.1
Shane Hamm,149525,QB,WARNER,1,3.19,19,47.4,52.9,4.7,0,0.0,0,0.0,0,0,5.2,1.71,5,20.0,5.0,61.1,3,0.0,0.0,0.0,0,0.0,0,0.0,1,0,15.0,4.83,13,38.5,27.8,0.0
Garret Rangel,157795,QB,OKLA STATE,4,2.61,19,52.6,64.7,6.6,0,0.0,0,0.0,0,2,7.9,1.91,4,0.0,0.0,108.4,14,50.0,53.8,4.8,0,0.0,2,11.8,1,0,9.9,3.7,6,16.7,5.9,33.9
Carson Budke,195054,QB,RU,1,2.69,17,64.7,70.6,6.2,1,5.3,0,0.0,0,0,7.3,1.87,5,0.0,0.0,82.0,17,35.3,63.6,10.6,2,10.5,1,4.3,1,2,15.8,3.35,15,26.7,19.0,90.3
Kyle Antoine,179561,QB,INWSLY,1,2.72,19,63.2,73.7,4.9,0,0.0,1,4.8,2,0,4.3,1.72,2,50.0,5.0,35.7,17,41.2,53.8,7.3,0,0.0,1,5.6,0,1,12.2,3.82,9,11.1,5.6,86.4
Kamren Ivory,182357,QB,MILES,1,3.0,19,52.6,72.2,5.6,0,0.0,1,5.0,0,0,5.9,2.01,3,33.3,5.0,69.2,13,46.2,50.0,4.8,0,0.0,2,10.5,2,0,13.7,4.09,9,33.3,16.7,20.8
Jaden Stewart,177014,QB,DELWARE ST,4,3.03,13,76.9,76.9,4.6,0,0.0,0,0.0,0,0,6.0,1.74,2,0.0,0.0,85.4,16,50.0,57.1,11.6,1,5.6,2,7.4,2,1,13.2,3.7,12,33.3,16.0,73.4
Jordan Heisey,161223,QB,DUQUESNE,4,2.25,25,72.0,75.0,6.2,0,0.0,3,12.0,1,3,6.2,1.76,0,,0.0,110.7,7,71.4,83.3,7.6,0,0.0,0,0.0,0,0,4.0,3.56,5,20.0,9.1,93.2
Andrew Lege,152499,QB,AVEMAR,2,2.12,27,55.6,64.0,5.1,0,0.0,1,3.4,0,0,7.0,1.74,7,14.3,3.6,69.5,6,66.7,66.7,7.3,0,0.0,1,10.0,0,0,12.3,3.31,6,33.3,22.2,88.2
Javon Davis,196295,QB,WHU,1,2.35,24,50.0,58.3,6.5,0,0.0,0,0.0,0,1,8.2,1.6,3,0.0,0.0,84.5,9,33.3,55.6,7.3,3,30.0,0,0.0,0,1,21.4,3.73,5,20.0,7.7,97.5
Daniel Beale,197861,QB,LA LAFAYET,3,3.08,14,57.1,71.4,4.9,0,0.0,0,0.0,0,0,5.2,1.93,1,0.0,0.0,69.9,16,31.3,53.8,3.6,1,5.6,2,8.0,2,0,15.8,3.78,13,15.4,8.7,3.6
Tommy Schuster,108954,QB,MICH STATE,4,3.14,12,58.3,75.0,4.3,0,0.0,0,0.0,0,0,5.0,1.88,2,0.0,0.0,68.8,17,76.5,76.5,8.8,0,0.0,2,8.3,0,0,7.8,3.77,13,46.2,25.0,102.6
Tyler Hughes,159218,QB,WM & MARY,6,3.44,10,70.0,80.0,6.0,0,0.0,0,0.0,0,0,3.8,1.88,2,0.0,0.0,85.4,13,38.5,45.5,5.5,0,0.0,3,11.5,2,0,13.3,4.2,15,20.0,12.0,17.6
Jonah Chong,128227,QB,N COLORADO,6,2.93,16,43.8,46.7,0.6,0,0.0,1,5.6,1,0,9.5,1.76,4,0.0,0.0,25.0,9,33.3,33.3,2.6,0,0.0,0,0.0,0,0,20.4,3.88,9,44.4,20.0,42.4
Malachi Singleton,172426,QB,ARKANSAS,4,2.72,10,90.0,100.0,10.5,0,0.0,1,7.7,0,0,4.9,1.82,3,66.7,16.7,110.4,18,66.7,66.7,13.3,1,5.3,0,0.0,0,1,16.4,3.17,8,50.0,16.7,128.2
Malakai Anthony,142524,QB,MERRIMACK,2,2.53,17,82.4,94.1,3.4,0,0.0,0,0.0,0,0,-2.4,1.62,1,0.0,0.0,80.6,15,46.7,61.5,4.2,0,0.0,1,5.0,0,0,11.6,3.4,10,20.0,11.1,58.5
Harrison Bailey,124266,QB,LOUISVILLE,3,2.53,20,75.0,84.2,5.8,0,0.0,0,0.0,0,0,4.3,2.03,3,0.0,0.0,88.5,13,69.2,75.0,8.6,1,7.7,0,0.0,0,3,13.6,3.19,4,0.0,0.0,135.3
Kennedy McGill,179285,QB,CENT WASH,1,2.75,17,64.7,70.6,4.2,0,0.0,1,5.6,1,0,4.1,1.92,4,0.0,0.0,48.9,11,27.3,37.5,3.6,0,0.0,0,0.0,0,0,11.0,3.53,11,0.0,0.0,42.2
Christopher Roberson,182933,QB,TUSKEGEE,1,2.84,15,53.3,73.3,6.1,1,6.3,0,0.0,0,0,8.9,1.77,6,0.0,0.0,71.8,14,42.9,50.0,7.6,2,13.3,4,18.2,2,0,13.3,3.64,10,20.0,10.0,30.1
Aveon Smith,130529,QB,ALAB A&M,5,2.87,17,76.5,81.3,4.3,0,0.0,0,0.0,0,0,1.8,1.73,0,,0.0,83.7,14,57.1,66.7,10.2,2,14.3,1,5.6,1,2,14.0,3.94,10,20.0,11.1,102.1
Dexter Williams II,129457,QB,GA SOUTHRN,4,2.68,20,65.0,80.0,7.4,2,10.0,0,0.0,0,1,8.7,1.88,0,,0.0,103.5,11,54.5,60.0,9.2,1,8.3,0,0.0,0,2,19.2,3.75,6,16.7,6.7,125.4
Bryce Corriston,139140,QB,WOFFORD,7,2.74,17,41.2,52.9,1.9,0,0.0,1,5.6,1,0,5.2,1.97,4,25.0,5.6,24.4,11,54.5,70.0,8.7,0,0.0,0,0.0,0,1,14.2,3.56,10,20.0,11.8,114.2
Brandon Nunez,183978,QB,NEW MEX ST,5,2.54,19,52.6,66.7,4.1,0,0.0,0,0.0,0,2,6.7,1.81,4,25.0,5.0,97.9,11,18.2,20.0,1.1,0,0.0,1,7.1,1,0,19.0,3.57,6,16.7,7.1,1.7
Quinn Henicle,190064,QB,DOMINION,3,2.91,8,87.5,87.5,7.4,0,0.0,0,0.0,0,0,0.4,1.89,0,,0.0,97.4,17,41.2,47.1,7.2,0,0.0,3,10.3,1,2,13.5,3.22,19,31.6,23.1,81.0
Austin Simmons,175891,QB,OLE MISS,7,2.34,23,60.9,65.2,7.3,0,0.0,0,0.0,0,0,8.4,1.87,2,0.0,0.0,83.2,9,55.6,66.7,12.7,2,18.2,0,0.0,0,2,21.2,3.33,1,100.0,9.1,140.0
Camden Dean,194228,QB,USF,1,2.63,22,59.1,80.0,6.5,1,4.3,1,4.3,1,0,6.0,1.85,4,0.0,0.0,59.5,8,50.0,57.1,5.8,0,0.0,3,21.4,0,0,10.3,4.07,8,25.0,16.7,67.7
Chandler Rogers,98683,QB,CAL,5,2.98,14,50.0,75.0,6.0,1,5.9,0,0.0,0,0,8.3,1.91,0,,0.0,68.8,10,50.0,50.0,3.3,0,0.0,0,0.0,0,0,8.3,3.72,12,33.3,20.0,57.5
Tahj Bullock,144070,QB,AKRON,9,2.11,24,66.7,86.4,4.8,0,0.0,1,3.4,0,0,1.6,1.78,6,33.3,7.7,77.4,4,100.0,100.0,11.8,0,0.0,0,0.0,0,0,4.0,3.21,5,60.0,37.5,115.6
Luke Bottari,73931,QB,UTAH,3,2.82,11,63.6,70.0,4.3,1,7.7,0,0.0,0,1,6.9,1.58,1,0.0,0.0,103.2,20,60.0,72.2,6.2,0,0.0,0,0.0,0,0,9.6,3.44,10,20.0,9.1,77.9
Baylor Hayes,192135,QB,E TENN ST,2,2.64,17,70.6,70.6,5.6,0,0.0,0,0.0,0,0,3.2,1.71,1,0.0,0.0,84.4,13,46.2,70.0,6.5,2,15.4,1,6.7,1,0,15.1,3.87,3,0.0,0.0,35.7
Darryl Overstreet Jr.,194465,QB,UIU,1,2.29,22,40.9,63.6,3.7,1,4.5,0,0.0,3,0,5.2,1.9,3,0.0,0.0,12.1,9,33.3,57.1,4.3,0,0.0,0,0.0,0,1,11.7,3.39,6,16.7,10.0,85.0
Chase Mason,159444,QB,S DAK ST,8,2.71,17,82.4,88.2,7.3,0,0.0,0,0.0,0,2,3.5,1.87,2,0.0,0.0,136.3,9,33.3,33.3,1.0,0,0.0,0,0.0,0,0,7.8,3.6,7,0.0,0.0,42.4
Tad Hudson,170107,QB,COAST CAR,1,2.57,15,73.3,91.7,4.1,0,0.0,0,0.0,0,1,1.6,1.67,4,0.0,0.0,102.6,11,54.5,60.0,10.1,1,6.7,1,4.8,0,1,14.1,3.52,9,33.3,17.6,119.9
Trey Lindsey,123994,QB,ALBANY,2,3.05,16,50.0,68.8,3.5,0,0.0,0,0.0,0,0,9.9,1.91,1,0.0,0.0,58.3,10,60.0,66.7,7.2,0,0.0,0,0.0,0,1,9.9,4.13,10,20.0,11.8,115.4
KJ Cooper,197019,QB,TEXAS STHN,1,2.76,17,76.5,88.2,6.8,1,5.9,0,0.0,0,0,4.3,1.91,3,0.0,0.0,94.0,11,63.6,70.0,5.8,1,9.1,1,6.3,0,1,9.2,3.66,6,0.0,0.0,109.7
Kendal Boney,104783,QB,CENTRAL ST,1,3.27,8,50.0,62.5,5.0,0,0.0,1,11.1,1,0,11.1,2.04,2,0.0,0.0,25.0,22,31.8,50.0,3.6,0,0.0,0,0.0,0,0,14.3,3.67,10,10.0,4.0,43.6
Jeff Sims,122496,QB,ARIZONA ST,2,3.39,9,66.7,75.0,6.9,0,0.0,0,0.0,0,0,2.5,1.98,1,0.0,0.0,86.3,16,43.8,46.7,6.6,0,0.0,0,0.0,0,0,20.1,3.92,11,18.2,8.3,66.1
Damon Stewart,156626,QB,SE LA,3,2.99,18,72.2,76.5,5.7,1,5.0,1,4.5,0,0,3.9,1.89,5,40.0,10.0,85.9,7,0.0,28.6,0.0,0,0.0,3,23.1,2,0,17.9,4.68,10,30.0,23.1,0.0
Rowan Keefe,165386,QB,VALPO,3,2.7,17,35.3,41.2,6.5,0,0.0,1,5.0,0,0,7.6,1.91,2,50.0,5.6,58.7,9,33.3,42.9,3.1,0,0.0,1,6.7,0,0,14.6,3.65,7,71.4,33.3,42.8
Isaac Bernard,179471,QB,EDNBFS,1,2.58,18,66.7,76.5,4.5,0,0.0,1,5.3,1,1,7.2,2.02,6,0.0,0.0,71.8,10,80.0,88.9,7.5,2,18.2,0,0.0,0,1,6.8,3.29,9,33.3,21.4,131.3
Jaun Gainious,196067,QB,KY STATE,1,2.86,19,63.2,72.2,3.7,0,0.0,0,0.0,0,0,7.0,1.86,3,0.0,0.0,70.1,9,44.4,44.4,7.9,0,0.0,2,12.5,1,1,21.1,4.31,9,22.2,15.4,69.4
Joshua Wood,163421,QB,FRESNO ST,6,2.78,14,85.7,85.7,5.7,0,0.0,0,0.0,0,1,1.3,1.76,1,100.0,6.7,114.3,15,46.7,61.5,8.1,1,6.3,1,5.6,1,0,16.6,3.68,8,0.0,0.0,46.8
Chris Irvin,146491,QB,W ILLINOIS,5,2.68,16,62.5,62.5,6.1,0,0.0,0,0.0,0,2,10.5,1.99,5,0.0,0.0,119.0,13,53.8,70.0,5.9,1,7.1,1,5.9,0,1,14.0,3.37,9,33.3,18.8,97.3
Blaine McAllister,155392,QB,PRINCETON,2,3.76,9,33.3,77.8,3.2,0,0.0,0,0.0,0,0,6.9,1.94,2,0.0,0.0,43.3,14,14.3,27.3,3.6,1,6.7,0,0.0,0,1,18.3,4.47,13,23.1,13.0,66.1
David Lynch,170120,QB,PITTSBURGH,3,2.41,18,55.6,64.7,3.3,0,0.0,2,10.5,2,0,7.9,1.91,3,0.0,0.0,22.7,9,66.7,66.7,5.7,0,0.0,1,7.1,1,0,9.3,3.1,7,42.9,23.1,41.7
Raequan Beal,138504,QB,TUSKEGEE,2,2.63,18,55.6,76.5,4.3,0,0.0,1,5.6,1,1,4.4,1.74,6,0.0,0.0,61.8,12,50.0,63.6,7.1,2,16.7,1,7.7,1,0,14.6,3.85,9,11.1,7.7,38.5
Daylin Lee,181122,QB,WSRAMS,1,2.83,14,71.4,71.4,5.2,0,0.0,0,0.0,0,0,2.7,1.92,2,0.0,0.0,83.3,13,23.1,36.4,3.8,0,0.0,2,12.5,0,0,15.8,3.63,8,0.0,0.0,42.8
Kelvin Durham,154094,QB,FRTVLY,1,3.11,12,58.3,66.7,2.2,0,0.0,0,0.0,0,0,8.8,1.9,0,,0.0,63.2,11,27.3,42.9,2.5,0,0.0,1,4.8,0,0,14.7,3.92,13,46.2,33.3,39.6
RJ Martinez,147690,QB,TEXAS ST,2,2.62,15,86.7,86.7,7.7,0,0.0,0,0.0,0,0,1.4,1.83,3,0.0,0.0,98.9,9,55.6,55.6,3.6,0,0.0,1,6.7,1,0,8.9,3.41,5,40.0,13.3,23.6
Timmy McClain,144488,QB,ARK STATE,4,3.15,14,85.7,92.9,9.7,0,0.0,0,0.0,0,2,5.1,1.69,2,0.0,0.0,146.7,7,28.6,60.0,3.9,0,0.0,0,0.0,0,1,17.8,4.51,11,36.4,26.7,82.7
Myles Fulton,194859,QB,FRSU,1,2.27,19,68.4,83.3,6.5,0,0.0,0,0.0,0,2,5.7,1.6,1,0.0,0.0,121.4,8,62.5,71.4,7.6,0,0.0,1,10.0,1,1,11.7,3.54,4,0.0,0.0,85.9
Romelo Williams,78489,QB,VIRSTA,1,3.11,9,77.8,100.0,7.8,1,10.0,0,0.0,0,1,6.0,1.68,1,0.0,0.0,136.1,13,53.8,58.3,7.8,1,7.7,1,5.0,1,0,16.8,3.75,6,16.7,5.0,47.3
Barry Kleinpeter,159173,QB,NEW HAMP,1,3.23,6,66.7,83.3,5.3,0,0.0,0,0.0,0,0,0.0,1.77,0,,0.0,79.9,16,62.5,66.7,5.8,0,0.0,2,8.0,0,0,8.9,3.61,13,23.1,13.0,78.4
Jameson Holcomb,156864,QB,MURRAY ST,6,2.42,18,72.2,82.4,8.8,1,5.3,2,10.0,1,2,10.5,1.97,5,20.0,5.3,113.0,10,50.0,75.0,3.8,0,0.0,1,8.3,0,0,8.0,3.29,1,0.0,0.0,59.6
