player,player_id,position,team_name,player_game_count,comp_pct_diff,ypa_diff,no_screen_accuracy_percent,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_interceptions,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_ypa,npa_accuracy_percent,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_def_gen_pressures,npa_drop_rate,npa_interceptions,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_ypa,pa_accuracy_percent,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_def_gen_pressures,pa_drop_rate,pa_interceptions,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_ypa,screen_accuracy_percent,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_def_gen_pressures,screen_drop_rate,screen_interceptions,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_ypa
Quinn Henicle,190064,QB,DOMINION,3,-10.0,5.43,50.0,20,12.1,3.11,0,0.0,45.0,19,10.0,1,31.6,85.2,20.7,2,3,9.7,8.0,66.7,15,7.1,2.54,0,0.0,60.0,9,10.0,0,44.4,95.4,21.1,1,1,5.0,5.1,50.0,10,12.6,3.37,0,0.0,50.0,10,0.0,1,20.0,81.3,13.3,1,2,11.8,10.5,100.0,5,-1.6,1.7,0,0.0,100.0,0,0.0,0,,85.0,0.0,0,0,0.0,4.4
Austin Simmons,175891,QB,OLE MISS,7,-3.64,-1.36,62.1,29,13.4,2.42,2,6.5,55.2,3,11.1,0,33.3,106.7,3.2,2,0,0.0,8.6,69.2,13,12.2,2.41,1,7.1,61.5,0,11.1,0,,93.4,0.0,0,0,0.0,9.6,63.2,19,11.8,2.29,1,5.0,57.9,3,8.3,0,33.3,119.8,5.0,2,0,0.0,8.3,100.0,3,-2.0,1.53,0,0.0,100.0,0,0.0,0,,113.9,0.0,0,0,0.0,11.3
Chandler Rogers,98683,QB,CAL,5,-22.22,-4.94,55.6,19,10.8,3.18,1,4.5,47.4,12,10.0,0,33.3,67.4,13.8,0,0,0.0,6.2,75.0,18,8.4,2.78,1,4.8,55.6,9,16.7,0,33.3,73.8,11.5,0,0,0.0,6.1,33.3,6,8.0,3.6,0,0.0,33.3,3,0.0,0,33.3,42.4,12.5,0,0,0.0,1.2,100.0,5,-3.0,1.8,0,0.0,60.0,0,25.0,0,,64.6,0.0,0,0,0.0,-0.2
Luke Bottari,73931,QB,UTAH,3,-14.0,3.7,66.7,27,10.8,3.03,1,3.4,55.6,11,6.3,0,18.2,83.3,6.9,1,0,0.0,5.4,72.7,25,9.0,2.7,1,3.7,64.0,9,0.0,0,22.2,88.8,7.4,1,0,0.0,4.8,66.7,6,7.3,3.38,0,0.0,50.0,2,25.0,0,0.0,79.2,0.0,0,0,0.0,8.5,100.0,4,-4.0,1.28,0,0.0,100.0,0,0.0,0,,92.7,0.0,0,0,0.0,6.3
Jeff Sims,122496,QB,ARIZONA ST,2,19.3,10.46,50.0,22,16.7,3.57,0,0.0,45.5,12,0.0,0,16.7,67.8,6.7,0,0,0.0,6.7,50.0,19,13.7,3.52,0,0.0,47.4,9,0.0,0,11.1,59.1,4.0,0,0,0.0,4.2,80.0,6,14.8,2.99,0,0.0,66.7,3,0.0,0,33.3,109.7,12.5,0,0,0.0,14.7,100.0,3,-4.3,1.6,0,0.0,100.0,0,0.0,0,,95.8,0.0,0,0,0.0,7.0
Tad Hudson,170107,QB,COAST CAR,1,-15.03,4.95,70.6,21,10.8,2.88,1,3.7,57.1,13,0.0,0,23.1,109.6,11.1,2,1,3.0,6.8,80.0,17,4.0,2.57,0,0.0,70.6,9,0.0,0,22.2,81.5,8.7,0,1,3.7,4.9,71.4,9,14.3,2.57,1,9.1,55.6,4,0.0,0,25.0,129.2,10.0,2,0,0.0,9.9,100.0,5,-4.8,1.2,0,0.0,100.0,0,0.0,0,,92.5,0.0,0,0,0.0,6.2
Joshua Wood,163421,QB,FRESNO ST,6,-26.47,1.11,66.7,22,11.7,3.09,1,4.3,59.1,8,7.1,1,12.5,80.5,4.0,1,1,3.8,7.9,81.3,17,3.3,2.78,0,0.0,76.5,5,0.0,0,20.0,112.4,5.3,1,0,0.0,6.5,63.6,12,16.5,2.78,1,8.3,50.0,4,14.3,1,0.0,40.6,0.0,0,1,7.7,7.6,100.0,7,-1.8,1.67,0,0.0,85.7,1,0.0,0,0.0,82.7,0.0,0,0,0.0,3.9
David Lynch,170120,QB,PITTSBURGH,3,-22.22,0.5,64.0,26,8.8,2.44,0,0.0,57.7,10,6.3,3,30.0,28.4,10.0,0,3,9.7,4.3,76.5,18,4.1,2.27,0,0.0,66.7,8,7.7,1,25.0,50.9,9.5,0,1,4.3,3.9,44.4,9,16.6,2.71,0,0.0,44.4,2,0.0,2,50.0,18.1,10.0,0,2,20.0,4.4,100.0,1,-2.0,1.4,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,0.0
RJ Martinez,147690,QB,TEXAS ST,2,-55.56,-5.56,60.0,15,8.3,2.98,0,0.0,60.0,7,0.0,1,28.6,41.2,9.5,0,1,4.5,4.1,88.9,18,0.9,2.59,0,0.0,88.9,7,0.0,0,14.3,98.1,4.5,0,1,4.3,7.6,33.3,6,14.0,2.71,0,0.0,33.3,1,0.0,1,100.0,2.8,12.5,0,0,0.0,2.0,100.0,9,-2.6,1.78,0,0.0,100.0,1,0.0,0,0.0,106.9,0.0,0,0,0.0,9.7
Timmy McClain,144488,QB,ARK STATE,4,-14.29,-3.71,83.3,14,15.3,3.71,0,0.0,57.1,12,20.0,0,33.3,126.2,19.0,3,0,0.0,8.9,92.3,14,6.5,3.37,0,0.0,71.4,10,16.7,0,30.0,138.7,15.0,3,0,0.0,9.0,66.7,7,12.7,2.66,0,0.0,57.1,3,0.0,0,33.3,71.7,11.1,0,0,0.0,5.3,85.7,7,-3.1,1.68,0,0.0,85.7,1,0.0,0,0.0,89.9,0.0,0,0,0.0,5.6
AJ Bianco,158232,QB,NEVADA,3,38.1,0.9,68.2,23,12.6,3.34,1,4.0,65.2,7,0.0,0,28.6,101.2,7.4,1,2,6.9,7.3,65.0,21,13.2,3.46,1,4.3,61.9,7,0.0,0,28.6,99.1,8.0,1,2,7.4,7.1,100.0,3,5.0,1.8,0,0.0,100.0,0,0.0,0,,100.0,0.0,0,0,0.0,8.0,100.0,1,0.0,1.5,0,0.0,100.0,0,0.0,0,,91.7,0.0,0,0,0.0,6.0
Gaston Moore,123756,QB,TENNESSEE,5,-7.39,-3.55,65.2,23,15.8,2.77,2,6.9,52.2,6,20.0,2,0.0,69.5,0.0,2,2,6.7,7.5,72.7,11,13.5,2.57,1,7.7,63.6,4,12.5,2,0.0,85.6,0.0,1,1,7.1,9.5,68.8,16,12.9,2.57,1,4.8,56.3,2,18.2,0,0.0,94.8,0.0,1,1,4.8,6.0,100.0,4,-2.0,1.38,0,0.0,100.0,0,0.0,0,,96.9,0.0,0,0,0.0,7.3
Chubba Purdy,122412,QB,NEVADA,4,30.43,11.07,71.4,22,10.4,2.89,1,4.2,68.2,9,0.0,1,22.2,94.9,8.0,1,1,3.6,9.5,72.7,23,9.2,2.86,1,4.2,69.6,9,0.0,1,22.2,91.6,7.7,1,1,3.6,8.4,100.0,2,6.0,2.2,0,0.0,100.0,0,0.0,0,,118.8,0.0,0,0,0.0,19.5,100.0,3,-1.3,2.17,0,0.0,100.0,0,0.0,0,,98.6,0.0,0,0,0.0,7.7
EJ Caminong,188167,QB,CAL,1,17.86,0.9,33.3,18,8.1,2.75,1,5.6,27.8,7,0.0,0,28.6,39.6,7.7,0,2,7.7,3.0,30.0,12,5.9,2.72,1,8.3,25.0,6,0.0,0,33.3,39.6,10.5,0,2,10.5,2.7,50.0,7,10.2,2.73,0,0.0,42.9,1,0.0,0,0.0,52.7,0.0,0,0,0.0,3.6,100.0,1,-1.0,2.0,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,3.0
Ty Simpson,157008,QB,ALABAMA,4,-29.82,-4.18,70.0,20,14.5,3.03,1,4.5,50.0,7,28.6,0,14.3,72.5,4.5,0,0,0.0,6.9,73.7,19,9.5,2.78,1,4.8,63.2,6,14.3,0,16.7,86.7,4.8,0,0,0.0,7.7,66.7,6,16.2,2.4,0,0.0,33.3,1,50.0,0,0.0,44.4,0.0,0,0,0.0,3.5,80.0,5,-2.4,1.2,0,0.0,80.0,0,0.0,0,,90.8,0.0,0,0,0.0,5.8
Emory Williams,170099,QB,MIAMI FL,2,-6.02,-1.04,73.3,19,14.5,2.74,2,10.5,47.4,4,18.2,1,0.0,64.1,0.0,1,1,5.3,6.5,76.5,19,10.5,2.49,2,10.5,63.2,2,7.7,1,0.0,81.5,0.0,1,1,5.3,7.5,100.0,7,2.2,2.06,0,0.0,57.1,2,20.0,0,0.0,76.5,0.0,0,0,0.0,6.4,100.0,7,-3.9,1.4,0,0.0,100.0,0,0.0,0,,104.8,0.0,0,0,0.0,9.1
Ryan Burger,157544,QB,LIBERTY,5,24.29,5.66,53.3,18,9.1,3.48,1,5.3,38.9,13,12.5,0,23.1,53.9,12.0,0,1,3.8,4.7,45.5,14,9.4,3.53,1,6.7,35.7,11,0.0,0,27.3,44.9,15.8,0,1,5.0,3.1,80.0,5,5.8,2.96,0,0.0,60.0,2,25.0,0,0.0,88.8,0.0,0,0,0.0,8.8,100.0,1,-4.0,0.7,0,0.0,100.0,0,0.0,0,,83.3,0.0,0,0,0.0,4.0
EJ Colson,190335,QB,UCF,2,-23.81,-3.3,57.1,14,11.5,3.67,0,0.0,50.0,11,12.5,1,45.5,56.5,21.7,1,1,4.0,4.5,77.8,9,8.8,3.89,0,0.0,66.7,11,14.3,0,36.4,117.4,22.2,1,0,0.0,5.4,42.9,7,10.9,2.84,0,0.0,42.9,1,0.0,1,100.0,10.7,12.5,0,1,11.1,2.1,100.0,2,-3.0,2.77,0,0.0,100.0,1,0.0,0,0.0,79.2,0.0,0,0,0.0,0.5
Devin Brown,156479,QB,OHIO STATE,6,-18.68,0.68,58.8,17,9.5,3.03,0,0.0,52.9,5,10.0,0,40.0,93.3,9.1,1,0,0.0,6.6,69.2,13,4.8,2.51,0,0.0,61.5,3,11.1,0,33.3,101.8,6.3,1,0,0.0,5.5,42.9,7,12.9,3.43,0,0.0,42.9,2,0.0,0,50.0,63.4,11.1,0,0,0.0,6.1,66.7,3,-3.0,1.43,0,0.0,66.7,0,0.0,0,,70.1,0.0,0,0,0.0,0.7
Khalib Johnson,156331,QB,KENNESAW,3,-2.78,0.5,33.3,21,16.3,3.19,1,4.8,23.8,9,28.6,3,22.2,0.0,8.3,0,5,20.8,2.3,38.9,18,14.4,3.03,1,5.6,27.8,6,28.6,3,16.7,0.0,5.0,0,5,25.0,2.5,25.0,4,19.8,3.72,0,0.0,25.0,3,0.0,0,33.3,39.6,20.0,0,0,0.0,3.0,100.0,1,-3.0,2.7,0,0.0,100.0,0,0.0,0,,100.0,0.0,0,0,0.0,8.0
Henry Hesson,145798,QB,MIAMI OH,5,14.29,2.04,46.7,18,11.3,3.17,0,0.0,38.9,10,0.0,0,20.0,74.5,8.0,1,1,3.8,5.2,45.5,14,10.5,3.06,0,0.0,35.7,8,0.0,0,25.0,75.3,10.0,1,1,4.8,4.7,50.0,4,13.8,3.64,0,0.0,50.0,2,0.0,0,0.0,71.9,0.0,0,0,0.0,6.8,,0,,,0,,,0,,0,,0.0,,0,0,,
Max Johnson,124099,QB,N CAROLINA,1,-35.42,-1.67,50.0,11,10.8,3.04,0,0.0,36.4,7,20.0,1,28.6,7.8,12.5,0,1,5.0,3.2,75.0,16,4.9,2.62,0,0.0,68.8,7,8.3,1,28.6,50.0,9.5,0,0,0.0,4.0,50.0,3,0.5,3.07,0,0.0,33.3,1,0.0,0,0.0,42.4,0.0,0,1,25.0,2.3,100.0,8,-3.6,1.95,0,0.0,100.0,1,0.0,0,0.0,85.4,0.0,0,0,0.0,4.5
Billy Atkins,148354,QB,JAMES MAD,2,-6.25,-2.12,80.0,21,15.0,2.68,2,9.5,61.9,3,18.8,0,0.0,103.3,0.0,1,0,0.0,8.1,87.5,16,14.3,2.52,2,12.5,68.8,4,21.4,0,0.0,114.6,0.0,1,0,0.0,8.3,71.4,8,7.9,2.58,0,0.0,62.5,0,0.0,0,,79.7,0.0,0,0,0.0,6.1,100.0,3,-5.3,1.53,0,0.0,100.0,1,0.0,0,0.0,81.9,0.0,0,0,0.0,3.7
Logan Smothers,129713,QB,JVILLE ST,2,10.42,16.45,60.0,16,9.7,2.58,0,0.0,50.0,5,11.1,0,40.0,72.1,10.0,0,1,4.8,6.8,66.7,16,4.5,2.29,0,0.0,56.3,4,10.0,0,25.0,65.1,5.6,0,0,0.0,3.9,66.7,3,23.7,2.74,0,0.0,66.7,1,0.0,0,100.0,109.7,20.0,0,1,20.0,20.3,100.0,3,-2.3,1.17,0,0.0,100.0,0,0.0,0,,86.1,0.0,0,0,0.0,4.7
Deuce Hogan,129470,QB,NEW MEX ST,2,-3.33,0.14,50.0,18,14.1,3.19,1,5.3,27.8,8,28.6,2,25.0,0.0,9.5,0,1,4.5,2.1,71.4,9,11.4,3.35,1,10.0,33.3,6,40.0,1,33.3,2.8,16.7,0,0,0.0,1.6,37.5,10,14.1,3.0,0,0.0,30.0,2,0.0,1,0.0,0.0,0.0,0,1,9.1,1.7,100.0,1,-5.0,3.3,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,-6.0
Heinrich Haarberg,144993,QB,NEBRASKA,5,33.85,1.92,50.0,16,13.3,2.97,0,0.0,50.0,5,0.0,1,20.0,42.2,5.6,0,1,4.5,5.9,46.2,13,12.2,3.0,0,0.0,46.2,4,0.0,1,25.0,29.6,6.7,0,1,5.6,5.1,80.0,5,9.4,2.24,0,0.0,80.0,1,0.0,0,0.0,95.8,0.0,0,0,0.0,7.0,100.0,2,-3.5,1.35,0,0.0,100.0,0,0.0,0,,81.3,0.0,0,0,0.0,3.5
Julian Dugger,183269,QB,PITTSBURGH,1,-7.14,-0.69,66.7,10,13.4,3.71,1,7.7,50.0,9,16.7,1,33.3,67.9,18.8,2,2,10.0,5.8,71.4,7,6.0,2.83,1,10.0,57.1,3,20.0,1,33.3,34.5,11.1,0,1,7.7,5.9,60.0,6,14.0,3.78,0,0.0,50.0,6,0.0,0,33.3,104.9,20.0,2,1,10.0,5.2,66.7,3,-3.0,1.33,0,0.0,66.7,0,0.0,0,,77.1,0.0,0,0,0.0,4.7
Malachi Nelson,174203,QB,BOISE ST,3,19.7,-0.82,80.0,15,7.8,2.46,1,6.3,73.3,3,8.3,1,66.7,69.6,11.8,0,0,0.0,8.2,72.7,11,8.5,2.13,0,0.0,63.6,2,12.5,1,50.0,49.8,8.3,0,0,0.0,7.8,83.3,6,2.7,2.81,1,14.3,83.3,1,0.0,0,100.0,95.8,14.3,0,0,0.0,7.0,50.0,2,-4.0,1.65,0,0.0,50.0,0,0.0,0,,56.3,0.0,0,0,0.0,2.5
Josh Johnson,186429,QB,AIR FORCE,5,-46.15,-9.69,57.1,14,19.8,3.26,2,13.3,42.9,10,25.0,3,10.0,59.5,5.3,1,3,15.0,9.0,61.5,13,19.7,3.27,2,15.4,46.2,9,25.0,3,11.1,67.0,5.9,1,3,17.6,9.7,0.0,1,21.0,3.15,0,0.0,0.0,1,,0,0.0,39.6,0.0,0,0,0.0,0.0,,0,,,0,,,0,,0,,0.0,,0,0,,
Brad Jackson,184354,QB,TEXAS ST,2,10.0,-2.2,37.5,9,13.0,2.95,0,0.0,33.3,5,0.0,0,0.0,53.5,0.0,0,1,7.7,5.7,55.6,10,8.4,2.55,0,0.0,50.0,5,0.0,0,0.0,112.9,0.0,1,0,0.0,8.6,75.0,5,4.8,2.4,0,0.0,60.0,1,0.0,0,0.0,78.8,0.0,0,1,16.7,6.4,100.0,6,-1.8,1.6,0,0.0,83.3,1,0.0,0,0.0,152.8,0.0,1,0,0.0,11.2
Israel Carter,175310,QB,USF,3,5.0,8.75,80.0,11,17.4,3.01,1,8.3,72.7,6,0.0,0,0.0,154.4,0.0,4,0,0.0,16.9,77.8,10,16.8,2.9,1,10.0,70.0,6,0.0,0,0.0,150.0,0.0,2,0,0.0,12.0,100.0,4,5.0,2.62,0,0.0,75.0,1,0.0,0,0.0,156.3,0.0,2,0,0.0,20.8,100.0,3,-4.0,1.9,0,0.0,66.7,1,0.0,0,0.0,81.3,0.0,0,0,0.0,5.7
Dewayne Coleman,163179,QB,ARMY,6,16.36,6.16,68.8,16,10.5,2.74,1,5.6,68.8,9,0.0,0,22.2,111.7,11.1,1,0,0.0,7.6,63.6,11,7.8,2.41,0,0.0,63.6,5,0.0,0,20.0,78.6,8.3,0,0,0.0,5.6,80.0,5,16.4,3.4,1,14.3,80.0,4,0.0,0,25.0,155.4,16.7,1,0,0.0,11.8,,0,,,0,,,0,,0,,0.0,,0,0,,
Ryan Hilinski,71295,QB,NWESTERN,3,-56.25,-7.56,66.7,13,14.8,2.38,1,7.1,53.8,4,12.5,1,0.0,50.2,0.0,0,1,7.1,8.5,71.4,16,12.4,2.3,1,5.9,56.3,4,10.0,1,0.0,54.4,0.0,0,2,11.8,7.6,,0,,,0,,,0,,0,,0.0,,0,0,,,100.0,3,-2.0,1.93,0,0.0,66.7,0,0.0,0,,72.9,0.0,0,1,33.3,3.7
Lucian Anderson III,173364,QB,BOWL GREEN,4,-25.0,2.0,50.0,11,7.7,3.14,0,0.0,36.4,6,20.0,1,16.7,37.3,7.1,1,0,0.0,2.8,50.0,8,4.5,3.18,0,0.0,50.0,4,0.0,1,25.0,56.3,9.1,1,0,0.0,2.0,66.7,4,13.0,3.4,0,0.0,25.0,3,50.0,0,33.3,43.8,20.0,0,0,0.0,4.0,100.0,1,-2.0,4.0,0,0.0,100.0,1,0.0,0,100.0,79.2,50.0,0,0,0.0,1.0
Michael Merdinger,183334,QB,N CAROLINA,1,-75.0,-7.17,70.0,10,9.8,3.15,0,0.0,70.0,8,0.0,1,50.0,56.7,28.6,0,1,6.7,8.6,75.0,12,7.4,2.97,0,0.0,75.0,8,0.0,1,50.0,59.7,25.0,0,1,6.3,7.2,,0,,,0,0.0,,0,,0,,0.0,,0,0,0.0,,100.0,2,-4.5,1.7,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,0.0
Amari Jones,156543,QB,FIU,3,11.11,1.44,55.6,10,9.0,3.11,1,8.3,50.0,6,0.0,1,16.7,75.4,7.1,1,1,5.9,9.1,62.5,9,3.5,3.1,0,0.0,55.6,5,0.0,1,0.0,78.7,0.0,1,1,6.7,7.9,66.7,3,15.7,2.3,1,33.3,66.7,1,0.0,0,100.0,96.5,25.0,0,0,0.0,9.3,100.0,2,-3.0,1.45,0,0.0,100.0,0,0.0,0,,83.3,0.0,0,0,0.0,4.0
Jeremiah Salem,157478,QB,E MICHIGAN,3,27.27,-11.64,70.0,10,7.2,2.92,0,0.0,70.0,5,0.0,1,40.0,106.3,15.4,1,1,7.1,12.6,72.7,11,6.2,2.76,0,0.0,72.7,5,0.0,1,40.0,103.6,14.3,1,1,6.7,11.6,100.0,1,-1.0,1.7,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,0.0,100.0,2,-2.5,1.15,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,1.0
Cardell Williams,156190,QB,TULSA,5,5.56,-2.89,50.0,10,14.1,3.24,0,0.0,40.0,6,0.0,0,16.7,50.8,7.7,0,0,0.0,3.7,57.1,9,10.7,2.69,0,0.0,44.4,5,0.0,0,20.0,55.3,9.1,0,0,0.0,3.9,50.0,2,17.0,3.45,0,0.0,50.0,1,0.0,0,0.0,56.3,0.0,0,0,0.0,1.0,100.0,1,-4.0,0.65,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,0.0
Ryan Boe,190878,QB,NWESTERN,1,46.67,5.33,40.0,12,11.3,2.78,0,0.0,33.3,5,0.0,1,20.0,9.7,7.7,0,2,15.4,3.5,28.6,10,11.3,2.77,0,0.0,20.0,5,0.0,1,20.0,0.0,9.1,0,2,18.2,2.0,66.7,3,11.3,2.87,0,0.0,66.7,1,0.0,0,0.0,88.2,0.0,0,0,0.0,7.3,,1,,3.0,0,0.0,0.0,1,,0,0.0,39.6,0.0,0,0,0.0,0.0
Julian Sayin,183708,QB,OHIO STATE,4,77.78,23.11,54.5,12,10.2,2.66,0,0.0,41.7,2,16.7,0,0.0,93.8,0.0,1,0,0.0,7.0,37.5,9,10.6,2.73,0,0.0,22.2,2,33.3,0,0.0,39.6,0.0,0,0,0.0,1.2,100.0,3,9.0,2.43,0,0.0,100.0,0,0.0,0,,158.3,0.0,1,0,0.0,24.3,,0,,,0,,,0,,0,,0.0,,0,0,,
Ui Ale,173036,QB,HOUSTON,2,11.9,-0.21,80.0,10,9.6,2.36,0,0.0,70.0,2,12.5,0,50.0,127.5,9.1,1,0,0.0,8.1,85.7,7,8.7,2.36,0,0.0,71.4,1,16.7,0,100.0,137.5,12.5,1,0,0.0,8.7,83.3,6,5.5,2.28,0,0.0,83.3,2,0.0,0,0.0,102.1,0.0,0,0,0.0,8.5,100.0,3,-0.7,2.2,0,0.0,100.0,1,0.0,0,0.0,109.7,0.0,0,0,0.0,10.3
Connor Moberly,184835,QB,IOWA STATE,2,60.0,7.0,60.0,10,9.2,2.61,0,0.0,50.0,2,16.7,1,50.0,24.6,7.7,0,0,0.0,4.9,20.0,5,13.0,2.2,0,0.0,20.0,1,0.0,0,0.0,39.6,0.0,0,0,0.0,1.4,100.0,5,5.4,2.64,0,0.0,80.0,1,20.0,1,100.0,62.1,14.3,0,0,0.0,8.4,,0,,0.0,0,,,0,,0,,0.0,0.0,0,0,0.0,
Chayden Peery,143925,QB,FIU,1,16.67,2.67,62.5,10,9.5,3.03,1,8.3,50.0,7,0.0,0,14.3,101.3,8.3,1,0,0.0,5.8,50.0,6,7.0,2.33,0,0.0,50.0,3,0.0,0,33.3,58.3,14.3,0,0,0.0,3.5,100.0,6,7.3,3.3,1,16.7,66.7,4,0.0,0,0.0,122.9,0.0,1,0,0.0,6.2,100.0,2,-2.5,1.55,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,0.0
Ken Seals,124359,QB,TCU,5,11.9,0.69,100.0,9,2.8,2.3,0,0.0,66.7,3,0.0,0,0.0,90.0,0.0,0,0,0.0,7.8,100.0,7,-1.8,2.0,0,0.0,71.4,2,0.0,0,0.0,131.0,0.0,1,0,0.0,7.1,100.0,6,1.8,2.02,0,0.0,83.3,1,0.0,0,0.0,99.3,0.0,0,0,0.0,7.8,100.0,4,-4.3,1.28,0,0.0,100.0,0,0.0,0,,134.4,0.0,1,0,0.0,6.8
Braden Bohannon,160367,QB,KENNESAW,1,60.0,27.9,60.0,10,10.4,2.66,0,0.0,50.0,1,16.7,0,0.0,65.0,0.0,0,1,9.1,5.1,55.6,10,9.9,2.52,0,0.0,40.0,2,20.0,0,0.0,47.9,0.0,0,1,8.3,2.1,100.0,1,15.0,2.9,0,0.0,100.0,0,0.0,0,,118.8,0.0,0,0,0.0,30.0,,1,,1.9,0,0.0,0.0,1,,0,0.0,39.6,0.0,0,0,0.0,0.0
Jake Merklinger,184888,QB,TENNESSEE,2,-37.5,0.38,100.0,7,6.7,2.94,0,0.0,71.4,4,16.7,0,50.0,85.4,20.0,0,0,0.0,5.7,100.0,1,5.0,2.4,0,0.0,100.0,1,0.0,0,100.0,87.5,50.0,0,0,0.0,5.0,85.7,8,4.6,3.03,0,0.0,62.5,4,16.7,0,25.0,76.6,10.0,0,0,0.0,5.4,50.0,2,-1.5,2.85,0,0.0,50.0,1,0.0,0,0.0,60.4,0.0,0,0,0.0,4.0
Roman Gagliano,183961,QB,MIDDLE TN,2,0.0,22.25,50.0,8,8.0,2.64,1,12.5,37.5,2,25.0,0,50.0,57.3,10.0,0,1,10.0,5.8,62.5,8,5.1,2.55,1,12.5,50.0,2,20.0,0,50.0,56.3,10.0,0,1,10.0,-0.3,50.0,2,8.5,2.35,0,0.0,50.0,0,0.0,0,,95.8,0.0,0,0,0.0,22.0,100.0,2,-3.0,1.9,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,-2.0
Will Perry,184159,QB,UMASS,1,-63.64,-6.55,80.0,11,10.3,2.68,0,0.0,63.6,4,12.5,0,0.0,112.7,0.0,1,0,0.0,6.5,80.0,11,10.3,2.68,0,0.0,63.6,4,12.5,0,0.0,112.7,0.0,1,0,0.0,6.5,,0,,,0,,,0,,0,,0.0,,0,0,,,,0,,,0,,,0,,0,,0.0,,0,0,,
Ahmad Haston,173396,QB,UMASS,3,14.29,-3.0,85.7,7,5.1,2.86,0,0.0,85.7,2,0.0,0,0.0,79.2,0.0,0,0,0.0,3.0,85.7,7,4.3,2.48,0,0.0,85.7,0,0.0,0,,87.5,0.0,0,0,0.0,5.0,100.0,2,1.5,3.13,0,0.0,100.0,2,0.0,0,0.0,79.2,0.0,0,0,0.0,2.0,100.0,2,-1.5,1.55,0,0.0,100.0,0,0.0,0,,104.2,0.0,0,0,0.0,9.0
Jayden Mandal,173516,QB,FRESNO ST,4,55.0,8.85,50.0,9,12.9,3.27,0,0.0,44.4,5,0.0,2,20.0,17.6,9.1,0,2,15.4,4.3,25.0,5,11.8,3.5,0,0.0,20.0,3,0.0,2,33.3,0.0,14.3,0,2,22.2,0.4,75.0,4,14.0,2.88,0,0.0,75.0,2,0.0,0,0.0,103.1,0.0,0,0,0.0,9.3,,0,,,0,,,0,,0,,0.0,,0,0,,
Gunnar Gray,171202,QB,BUFFALO,1,16.67,2.17,42.9,9,10.7,2.43,0,0.0,33.3,2,0.0,1,0.0,4.2,0.0,0,1,11.1,3.3,42.9,9,8.9,2.28,0,0.0,33.3,2,0.0,0,0.0,43.8,0.0,0,0,0.0,3.3,50.0,2,4.5,2.0,0,0.0,50.0,0,0.0,1,,27.1,0.0,0,1,50.0,5.5,50.0,2,-2.0,1.3,0,0.0,50.0,0,0.0,0,,66.7,0.0,0,0,0.0,5.5
Tim Carpenter,190715,QB,TULSA,4,-10.0,-7.9,62.5,9,16.0,2.73,1,10.0,44.4,2,20.0,0,0.0,100.0,0.0,2,1,7.7,5.1,100.0,4,15.0,3.08,1,25.0,50.0,2,33.3,0,0.0,122.9,0.0,1,0,0.0,9.5,40.0,5,16.6,2.3,0,0.0,40.0,0,0.0,0,,87.5,0.0,1,1,14.3,1.6,,0,,,0,,,0,,0,,0.0,,0,0,,
Bert Emanuel Jr.,158581,QB,C MICHIGAN,3,66.67,18.34,60.0,5,17.4,3.19,2,40.0,60.0,4,0.0,0,50.0,143.8,22.2,2,1,11.1,15.4,33.3,3,8.7,2.47,0,0.0,33.3,0,0.0,0,,60.4,0.0,0,1,33.3,7.3,100.0,3,19.7,3.39,2,66.7,100.0,4,0.0,0,50.0,158.3,28.6,2,0,0.0,25.7,100.0,1,-2.0,2.4,0,0.0,100.0,0,0.0,0,,118.8,0.0,0,0,0.0,22.0
