player,player_id,position,team_name,player_game_count,base_attempts,base_dropbacks,deep_attempts,deep_completion_percent,deep_accuracy_percent,deep_ypa,deep_big_time_throws,deep_btt_rate,deep_turnover_worthy_plays,deep_twp_rate,deep_interceptions,deep_touchdowns,deep_avg_depth_of_target,deep_avg_time_to_throw,deep_def_gen_pressures,deep_pressure_to_sack_rate,deep_sack_percent,deep_qb_rating,medium_attempts,medium_completion_percent,medium_accuracy_percent,medium_ypa,medium_big_time_throws,medium_btt_rate,medium_turnover_worthy_plays,medium_twp_rate,medium_interceptions,medium_touchdowns,medium_avg_depth_of_target,medium_avg_time_to_throw,medium_def_gen_pressures,medium_pressure_to_sack_rate,medium_sack_percent,medium_qb_rating,short_attempts,short_completion_percent,short_accuracy_percent,short_ypa,short_big_time_throws,short_btt_rate,short_turnover_worthy_plays,short_twp_rate,short_interceptions,short_touchdowns,short_avg_depth_of_target,short_avg_time_to_throw,short_def_gen_pressures,short_pressure_to_sack_rate,short_sack_percent,short_qb_rating,behind_los_attempts,behind_los_completion_percent,behind_los_accuracy_percent,behind_los_ypa,behind_los_big_time_throws,behind_los_btt_rate,behind_los_turnover_worthy_plays,behind_los_twp_rate,behind_los_interceptions,behind_los_touchdowns,behind_los_avg_depth_of_target,behind_los_avg_time_to_throw,behind_los_def_gen_pressures,behind_los_pressure_to_sack_rate,behind_los_sack_percent,behind_los_qb_rating
Preston Stone,124716,QB,SMU,6,53,60,11,54.5,54.5,18.1,4,36.4,1,9.1,1,3,32.4,3.98,2,0.0,0.0,101.3,14,42.9,50.0,6.0,0,0.0,1,7.1,0,2,12.5,2.41,3,0.0,0.0,102.4,14,71.4,78.6,5.1,0,0.0,0,0.0,0,0,5.8,2.66,4,0.0,0.0,83.0,10,100.0,100.0,6.9,0,0.0,0,0.0,0,0,-4.8,1.39,1,0.0,0.0,95.4
Noah Kim,129623,QB,COAST CAR,7,56,60,8,25.0,25.0,7.3,2,20.0,0,0.0,0,1,26.1,3.04,2,0.0,0.0,96.9,18,50.0,50.0,9.5,0,0.0,1,5.6,0,2,13.3,2.59,3,0.0,0.0,120.4,16,68.8,75.0,4.2,0,0.0,0,0.0,1,1,4.7,1.9,1,0.0,0.0,71.6,10,80.0,90.0,3.7,0,0.0,0,0.0,0,0,-3.3,1.79,2,0.0,0.0,82.1
General Booty,71008,QB,LA MONROE,5,55,60,7,14.3,14.3,9.3,0,0.0,1,14.3,1,1,30.7,2.51,0,,0.0,65.8,3,33.3,33.3,5.0,0,0.0,1,25.0,0,0,15.7,2.57,1,0.0,0.0,50.7,23,69.6,87.0,7.7,0,0.0,1,4.2,1,1,4.0,2.3,2,0.0,0.0,88.7,13,84.6,92.3,3.7,0,0.0,0,0.0,0,0,-3.7,1.85,3,0.0,0.0,82.1
Aidan Warner,177520,QB,FLORIDA,4,52,57,6,33.3,33.3,10.8,2,33.3,1,16.7,0,0,27.8,3.08,0,,0.0,75.0,15,20.0,26.7,3.3,0,0.0,1,6.7,3,0,14.5,3.07,5,0.0,0.0,1.1,15,46.7,46.7,4.7,0,0.0,0,0.0,0,0,4.1,2.65,3,0.0,0.0,60.4,11,81.8,90.9,4.0,0,0.0,0,0.0,0,0,-2.6,2.15,3,0.0,0.0,83.3
Drew Mestemaker,190616,QB,N TEXAS,4,47,54,12,50.0,58.3,18.5,1,7.1,1,7.1,1,1,25.4,2.88,4,0.0,0.0,88.9,8,75.0,75.0,10.0,0,0.0,0,0.0,0,1,13.9,2.68,3,0.0,0.0,145.8,13,61.5,69.2,4.9,0,0.0,1,7.1,0,0,3.6,2.35,3,0.0,0.0,73.9,13,76.9,84.6,7.4,0,0.0,0,0.0,1,0,-2.5,1.75,2,0.0,0.0,64.9
Zevi Eckhaus,148535,QB,WASH STATE,2,50,52,7,42.9,57.1,11.7,2,28.6,1,14.3,1,0,29.3,2.69,1,0.0,0.0,47.0,11,45.5,45.5,8.7,0,0.0,3,21.4,1,2,13.6,3.62,3,0.0,0.0,78.0,27,92.6,96.3,9.3,0,0.0,0,0.0,0,2,4.0,2.17,0,,0.0,130.1,4,100.0,100.0,-1.3,0,0.0,0,0.0,0,0,-2.8,1.65,0,,0.0,79.2
Ruel Tomlinson,188241,QB,KENT STATE,4,29,52,4,0.0,0.0,0.0,0,0.0,0,0.0,0,0,29.8,2.6,2,0.0,0.0,39.6,3,66.7,66.7,11.3,0,0.0,1,33.3,1,0,11.0,2.67,0,,0.0,65.3,17,29.4,64.7,1.9,0,0.0,1,5.9,1,0,4.9,1.89,3,0.0,0.0,15.1,3,100.0,100.0,1.3,0,0.0,0,0.0,0,0,-3.3,1.7,0,,0.0,79.2
Javance Tupou'ata-Johnson,175766,QB,S DIEGO ST,3,39,51,6,0.0,33.3,0.0,1,14.3,2,28.6,2,0,29.5,3.02,3,0.0,0.0,0.0,16,50.0,50.0,6.6,0,0.0,2,11.1,0,1,13.4,2.82,5,0.0,0.0,92.2,11,72.7,72.7,7.2,0,0.0,0,0.0,0,1,4.5,2.66,5,0.0,0.0,122.9,6,66.7,83.3,6.2,0,0.0,0,0.0,0,0,-2.3,1.85,0,,0.0,83.3
Michael Kern,97799,QB,WAKE,5,45,51,9,44.4,66.7,11.2,5,50.0,0,0.0,0,1,27.6,3.01,2,0.0,0.0,122.9,11,36.4,36.4,4.9,0,0.0,1,9.1,1,0,13.6,2.73,4,0.0,0.0,15.0,18,61.1,66.7,6.4,0,0.0,2,10.0,2,0,5.8,2.65,5,0.0,0.0,40.0,5,100.0,100.0,3.6,0,0.0,0,0.0,0,0,-2.6,2.14,1,0.0,0.0,81.7
Dequan Finn,97804,QB,BAYLOR,2,43,50,10,40.0,40.0,11.4,1,7.7,1,7.7,1,1,26.4,3.33,3,0.0,0.0,76.7,11,45.5,45.5,7.0,0,0.0,2,18.2,1,1,13.4,3.56,5,0.0,0.0,61.6,11,63.6,72.7,3.9,0,0.0,0,0.0,0,0,4.5,2.77,1,0.0,0.0,71.4,10,70.0,80.0,7.3,0,0.0,0,0.0,0,1,-3.8,2.4,3,0.0,0.0,124.2
Henry Belin IV,162693,QB,DUKE,2,45,47,7,42.9,42.9,9.0,0,0.0,0,0.0,0,2,25.3,3.6,4,0.0,0.0,114.9,10,30.0,30.0,4.4,0,0.0,1,10.0,0,0,13.6,3.44,8,0.0,0.0,45.4,16,75.0,75.0,5.5,0,0.0,1,6.3,1,0,5.8,2.36,4,0.0,0.0,61.5,9,88.9,88.9,5.3,0,0.0,0,0.0,0,0,-4.2,1.64,3,0.0,0.0,88.9
Eddie Lee Marburger,145511,QB,UTSA,6,40,47,4,25.0,25.0,10.0,2,50.0,0,0.0,0,0,27.3,2.48,3,0.0,0.0,68.8,7,57.1,57.1,8.3,0,0.0,0,0.0,0,1,14.1,2.8,1,0.0,0.0,123.8,17,52.9,58.8,4.6,0,0.0,0,0.0,2,1,5.2,2.14,4,0.0,0.0,45.3,10,80.0,90.0,5.8,0,0.0,0,0.0,1,0,-2.2,1.86,4,0.0,0.0,51.3
Robby Ashford,131702,QB,S CAROLINA,6,32,47,7,57.1,71.4,19.6,2,20.0,0,0.0,0,1,30.1,3.56,2,0.0,0.0,141.4,3,66.7,66.7,15.3,0,0.0,0,0.0,0,0,14.3,2.83,3,0.0,0.0,109.7,15,80.0,86.7,7.7,1,5.9,0,0.0,0,1,3.2,1.73,1,0.0,0.0,120.8,5,100.0,100.0,5.2,0,0.0,0,0.0,0,0,-3.4,2.46,1,0.0,0.0,88.3
Ty Thompson,146568,QB,TULANE,6,40,45,7,14.3,14.3,3.1,1,11.1,1,11.1,1,1,31.1,3.69,3,0.0,0.0,40.2,10,30.0,40.0,3.1,1,10.0,1,10.0,2,1,14.5,3.37,1,0.0,0.0,33.8,14,50.0,50.0,7.2,0,0.0,0,0.0,0,1,4.5,2.93,2,0.0,0.0,97.6,6,100.0,100.0,7.5,0,0.0,0,0.0,0,0,-2.5,1.97,0,,0.0,97.9
Hank Brown,172439,QB,AUBURN,3,44,45,5,100.0,100.0,34.0,2,33.3,0,0.0,0,1,31.8,2.94,2,0.0,0.0,158.3,7,57.1,57.1,14.0,0,0.0,2,28.6,2,2,13.1,2.56,1,0.0,0.0,101.8,24,54.2,66.7,5.2,0,0.0,1,4.2,1,3,5.7,2.03,3,0.0,0.0,91.0,5,100.0,100.0,2.2,0,0.0,0,0.0,0,0,-4.4,1.08,1,0.0,0.0,79.2
Gavin Wimsatt,155757,QB,KENTUCKY,6,39,44,14,42.9,50.0,15.3,6,37.5,2,12.5,1,2,29.9,2.88,3,0.0,0.0,99.7,7,28.6,42.9,4.3,0,0.0,0,0.0,0,1,16.0,3.36,2,0.0,0.0,84.5,12,41.7,50.0,2.8,0,0.0,3,23.1,3,0,4.1,2.42,2,0.0,0.0,9.7,3,100.0,100.0,3.0,0,0.0,0,0.0,0,0,-2.0,2.53,1,0.0,0.0,79.2
Drew Devillier,190639,QB,RICE,3,39,44,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,21.0,3.0,0,,0.0,39.6,9,22.2,22.2,2.4,0,0.0,1,10.0,0,0,13.9,2.56,3,0.0,0.0,39.6,16,68.8,75.0,5.9,0,0.0,0,0.0,0,0,4.6,2.06,3,0.0,0.0,84.1,8,87.5,87.5,2.5,0,0.0,0,0.0,0,0,-2.5,1.95,1,0.0,0.0,79.2
Steve Angeli,156966,QB,NOTRE DAME,8,36,43,5,20.0,60.0,8.4,2,40.0,0,0.0,0,0,30.0,2.9,3,0.0,0.0,62.1,5,60.0,60.0,10.6,0,0.0,0,0.0,0,2,13.6,2.52,0,,0.0,135.8,19,78.9,89.5,7.4,0,0.0,0,0.0,0,1,4.0,2.48,4,0.0,0.0,114.9,6,83.3,100.0,5.5,0,0.0,0,0.0,0,0,-2.3,1.98,2,0.0,0.0,89.6
Blake Baker,170448,QB,LA TECH,2,35,43,3,33.3,33.3,17.7,0,0.0,0,0.0,0,0,31.3,3.0,1,0.0,0.0,81.9,9,44.4,66.7,10.3,0,0.0,1,11.1,2,1,13.4,2.49,3,0.0,0.0,79.6,13,53.8,69.2,8.4,0,0.0,0,0.0,1,0,4.9,2.18,3,0.0,0.0,49.8,8,87.5,100.0,7.4,0,0.0,0,0.0,0,0,-3.3,1.93,0,,0.0,97.4
Braxton Woodson,175276,QB,NAVY,3,36,42,3,33.3,33.3,20.3,0,0.0,0,0.0,0,1,34.0,2.6,0,,0.0,121.5,5,20.0,20.0,7.8,0,0.0,0,0.0,0,0,13.8,2.36,1,0.0,0.0,59.6,24,58.3,70.8,5.7,0,0.0,0,0.0,2,1,4.8,2.13,3,0.0,0.0,53.5,2,100.0,100.0,3.5,0,0.0,0,0.0,0,0,-3.0,1.6,0,,0.0,81.3
Conner Harrell,156352,QB,N CAROLINA,4,37,42,4,25.0,25.0,14.5,0,0.0,0,0.0,1,1,38.5,3.78,1,0.0,0.0,79.2,11,45.5,54.5,9.8,0,0.0,0,0.0,0,1,15.3,3.15,4,0.0,0.0,111.2,5,80.0,80.0,4.4,0,0.0,0,0.0,0,0,3.8,2.6,0,,0.0,85.0,14,78.6,85.7,6.7,0,0.0,0,0.0,0,0,-3.9,1.66,0,,0.0,94.6
Gabarri Johnson,175905,QB,OREGON ST,6,28,41,4,0.0,0.0,0.0,0,0.0,0,0.0,0,0,29.8,3.13,0,,0.0,39.6,5,60.0,60.0,13.4,0,0.0,1,20.0,1,0,13.8,2.64,0,,0.0,64.6,12,66.7,75.0,5.7,0,0.0,0,0.0,0,0,3.0,2.43,3,0.0,0.0,81.3,4,75.0,75.0,9.3,0,0.0,0,0.0,0,0,-3.5,2.78,1,0.0,0.0,103.1
Justyn Martin,162461,QB,UCLA,3,35,41,2,0.0,0.0,0.0,0,0.0,0,0.0,0,0,26.0,3.15,1,0.0,0.0,39.6,4,50.0,50.0,17.8,0,0.0,0,0.0,0,0,12.8,2.83,4,0.0,0.0,95.8,16,81.3,81.3,5.3,0,0.0,0,0.0,0,1,4.1,2.19,8,0.0,0.0,109.4,11,81.8,90.9,2.2,0,0.0,0,0.0,0,0,-3.8,2.06,2,0.0,0.0,79.2
Jackson Stratton,157206,QB,IOWA,3,35,41,4,0.0,0.0,0.0,0,0.0,0,0.0,0,0,24.5,2.55,2,0.0,0.0,39.6,4,75.0,100.0,11.0,0,0.0,0,0.0,0,0,12.8,2.58,2,0.0,0.0,110.4,17,70.6,82.4,4.5,0,0.0,0,0.0,0,0,4.3,2.37,6,0.0,0.0,79.5,7,85.7,85.7,14.1,0,0.0,0,0.0,0,1,-3.1,2.03,1,0.0,0.0,158.3
Christopher Vizzina,170032,QB,CLEMSON,7,34,40,3,33.3,33.3,8.3,0,0.0,0,0.0,0,0,32.7,2.7,1,0.0,0.0,64.6,5,60.0,60.0,8.4,0,0.0,0,0.0,0,0,14.4,2.64,0,,0.0,87.1,19,68.4,73.7,5.7,0,0.0,0,0.0,0,0,4.1,2.05,3,0.0,0.0,82.8,4,50.0,100.0,3.8,0,0.0,0,0.0,0,0,-3.5,1.2,0,,0.0,59.4
Tayven Jackson,157615,QB,INDIANA,4,37,40,7,28.6,28.6,12.0,2,25.0,1,12.5,0,2,27.0,2.6,3,0.0,0.0,116.7,7,85.7,85.7,18.7,0,0.0,0,0.0,0,1,13.6,2.99,2,0.0,0.0,158.3,14,64.3,78.6,6.2,0,0.0,1,6.7,1,0,4.9,2.24,1,0.0,0.0,51.8,6,100.0,100.0,7.8,0,0.0,0,0.0,0,1,-4.0,2.02,0,,0.0,138.9
Beau Pribula,164182,QB,PENN STATE,7,35,40,4,25.0,75.0,5.8,2,50.0,0,0.0,0,0,25.3,2.73,1,0.0,0.0,51.0,9,88.9,88.9,15.7,1,10.0,0,0.0,0,4,15.2,2.46,1,0.0,0.0,158.3,12,83.3,83.3,7.3,0,0.0,0,0.0,0,1,5.3,2.3,3,0.0,0.0,125.0,9,77.8,77.8,2.6,0,0.0,0,0.0,1,0,-2.6,2.28,1,0.0,0.0,39.6
Brandon Rose,158503,QB,UTAH,2,36,39,6,33.3,33.3,9.3,1,16.7,1,16.7,0,1,29.3,3.17,0,,0.0,108.3,11,27.3,36.4,3.8,0,0.0,0,0.0,1,0,13.5,2.77,2,0.0,0.0,5.1,8,75.0,87.5,5.0,0,0.0,1,11.1,1,0,2.6,2.59,2,0.0,0.0,45.8,10,80.0,80.0,1.9,0,0.0,0,0.0,0,1,-2.8,1.54,1,0.0,0.0,112.5
John White,184784,QB,SO MISS,3,31,39,6,16.7,33.3,5.5,1,16.7,0,0.0,1,0,29.0,2.95,3,0.0,0.0,10.4,8,62.5,62.5,17.9,0,0.0,2,18.2,2,0,15.6,2.58,0,,0.0,66.7,9,55.6,55.6,2.4,0,0.0,0,0.0,0,0,3.0,1.86,2,0.0,0.0,60.9,6,100.0,100.0,7.0,0,0.0,0,0.0,0,0,-2.5,1.82,2,0.0,0.0,95.8
CJ Harris,130594,QB,CAL,2,31,39,6,16.7,16.7,10.0,1,16.7,3,50.0,1,0,31.8,3.05,0,,0.0,29.2,5,60.0,80.0,8.4,0,0.0,0,0.0,0,0,12.6,2.18,1,0.0,0.0,87.1,10,80.0,80.0,6.6,0,0.0,0,0.0,0,0,4.7,1.99,3,0.0,0.0,94.2,8,87.5,87.5,2.0,0,0.0,1,12.5,0,0,-2.6,1.5,0,,0.0,79.2
Garret Rangel,157795,QB,OKLA STATE,4,33,38,2,0.0,0.0,0.0,0,0.0,0,0.0,0,0,27.5,2.5,0,,0.0,39.6,10,40.0,40.0,10.3,0,0.0,2,20.0,1,1,15.4,2.56,1,0.0,0.0,72.1,14,64.3,71.4,5.9,0,0.0,0,0.0,0,1,4.4,2.5,5,0.0,0.0,104.2,4,100.0,100.0,1.5,0,0.0,0,0.0,0,0,-2.0,2.15,0,,0.0,79.2
Daniel Beale,197861,QB,LA LAFAYET,3,30,37,2,0.0,50.0,0.0,1,33.3,1,33.3,1,0,32.5,3.55,2,0.0,0.0,0.0,10,40.0,40.0,7.0,0,0.0,1,10.0,1,0,17.4,2.79,3,0.0,0.0,25.0,12,50.0,75.0,3.6,0,0.0,0,0.0,0,0,3.9,2.41,1,0.0,0.0,58.7,3,100.0,100.0,4.3,0,0.0,0,0.0,0,0,-2.3,1.87,0,,0.0,84.7
Malachi Singleton,172426,QB,ARKANSAS,4,28,36,6,50.0,50.0,13.2,1,16.7,0,0.0,0,1,29.5,2.92,1,0.0,0.0,135.4,8,62.5,62.5,13.6,0,0.0,0,0.0,0,0,14.8,3.29,1,0.0,0.0,106.3,10,100.0,100.0,15.0,0,0.0,0,0.0,0,0,5.6,2.23,1,0.0,0.0,118.8,3,100.0,100.0,2.0,0,0.0,0,0.0,0,0,-3.7,1.93,1,0.0,0.0,79.2
Tommy Schuster,108954,QB,MICH STATE,4,29,36,0,,,,0,,0,,0,0,,,0,,,0.0,9,55.6,66.7,9.7,0,0.0,0,0.0,0,0,13.8,2.89,1,0.0,0.0,88.7,16,68.8,75.0,5.3,0,0.0,1,6.3,0,0,4.7,2.66,6,0.0,0.0,81.5,4,100.0,100.0,7.5,0,0.0,0,0.0,0,0,-1.8,2.33,1,0.0,0.0,97.9
Dexter Williams II,129457,QB,GA SOUTHRN,4,31,35,9,44.4,44.4,13.4,2,22.2,0,0.0,0,1,29.3,2.94,3,0.0,0.0,128.2,5,80.0,80.0,12.2,1,20.0,0,0.0,0,1,14.0,2.68,0,,0.0,157.1,9,77.8,88.9,5.6,0,0.0,0,0.0,0,1,5.2,2.07,0,,0.0,126.9,7,57.1,85.7,2.3,0,0.0,0,0.0,0,0,-2.1,1.66,0,,0.0,62.2
Harrison Bailey,124266,QB,LOUISVILLE,3,33,35,3,33.3,33.3,9.3,1,33.3,0,0.0,0,1,33.7,3.0,0,,0.0,108.3,7,57.1,57.1,9.9,0,0.0,0,0.0,0,1,14.1,2.59,3,0.0,0.0,130.4,16,87.5,93.8,6.1,0,0.0,0,0.0,0,1,3.8,2.23,3,0.0,0.0,113.0,5,100.0,100.0,6.4,0,0.0,0,0.0,0,0,-3.2,2.02,0,,0.0,93.3
Brandon Nunez,183978,QB,NEW MEX ST,5,30,34,6,0.0,0.0,0.0,0,0.0,1,16.7,1,0,32.2,2.75,2,0.0,0.0,0.0,6,50.0,50.0,6.3,0,0.0,0,0.0,0,1,13.2,2.17,1,0.0,0.0,109.7,13,53.8,69.2,3.8,0,0.0,0,0.0,0,1,3.8,2.35,3,0.0,0.0,88.3,3,66.7,66.7,0.7,0,0.0,0,0.0,0,0,-3.7,1.7,0,,0.0,70.1
Tahj Bullock,144070,QB,AKRON,9,28,34,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,25.0,2.3,1,0.0,0.0,39.6,3,100.0,100.0,22.0,0,0.0,0,0.0,0,0,12.0,2.37,1,0.0,0.0,118.8,10,70.0,80.0,5.3,0,0.0,0,0.0,0,0,2.2,2.26,2,0.0,0.0,82.5,12,83.3,100.0,3.5,0,0.0,0,0.0,0,0,-2.7,1.71,1,0.0,0.0,81.3
Quinn Henicle,190064,QB,DOMINION,3,25,34,4,25.0,25.0,18.8,0,0.0,0,0.0,0,1,30.8,2.88,3,0.0,0.0,118.8,4,50.0,50.0,5.0,0,0.0,0,0.0,0,1,13.0,2.78,2,0.0,0.0,104.2,12,50.0,58.3,5.3,0,0.0,2,15.4,1,0,5.5,2.87,5,0.0,0.0,31.3,5,100.0,100.0,4.4,0,0.0,0,0.0,0,0,-1.6,1.7,0,,0.0,85.0
Austin Simmons,175891,QB,OLE MISS,7,32,34,8,37.5,37.5,10.1,2,20.0,0,0.0,0,2,27.8,2.7,1,0.0,0.0,115.1,8,62.5,62.5,10.6,0,0.0,0,0.0,0,0,13.4,2.59,1,0.0,0.0,98.4,13,61.5,76.9,6.3,0,0.0,0,0.0,0,0,4.7,1.8,0,,0.0,79.6,3,100.0,100.0,11.3,0,0.0,0,0.0,0,0,-2.0,1.53,0,,0.0,113.9
Chandler Rogers,98683,QB,CAL,5,24,34,1,0.0,100.0,0.0,1,50.0,0,0.0,0,0,25.0,2.2,0,,0.0,39.6,11,45.5,45.5,8.2,0,0.0,0,0.0,0,0,12.6,2.73,3,0.0,0.0,74.1,7,71.4,71.4,4.4,0,0.0,0,0.0,0,0,4.4,2.21,1,0.0,0.0,80.1,3,66.7,100.0,-1.3,0,0.0,0,0.0,0,0,-4.0,2.03,0,,0.0,70.1
Luke Bottari,73931,QB,UTAH,3,31,33,4,25.0,25.0,3.8,1,25.0,0,0.0,0,1,31.0,3.0,0,,0.0,82.3,6,50.0,50.0,10.2,0,0.0,0,0.0,0,0,14.7,2.6,3,0.0,0.0,86.1,13,76.9,84.6,5.3,0,0.0,0,0.0,0,0,3.7,2.81,3,0.0,0.0,88.3,5,100.0,100.0,5.2,0,0.0,0,0.0,0,0,-3.6,1.48,0,,0.0,88.3
Jeff Sims,122496,QB,ARIZONA ST,2,25,33,6,16.7,16.7,7.0,0,0.0,0,0.0,0,0,34.7,3.33,2,0.0,0.0,56.3,7,57.1,57.1,8.7,0,0.0,0,0.0,0,0,13.3,3.37,0,,0.0,86.0,7,71.4,71.4,6.3,0,0.0,0,0.0,0,0,4.7,2.61,1,0.0,0.0,87.8,3,100.0,100.0,7.0,0,0.0,0,0.0,0,0,-4.3,1.6,0,,0.0,95.8
Tad Hudson,170107,QB,COAST CAR,1,26,33,1,100.0,100.0,50.0,1,25.0,0,0.0,0,1,33.0,2.8,0,,0.0,158.3,7,57.1,57.1,8.6,0,0.0,1,14.3,0,1,15.1,3.29,2,0.0,0.0,125.0,9,77.8,77.8,3.6,0,0.0,0,0.0,0,0,5.0,2.2,2,0.0,0.0,81.5,5,100.0,100.0,6.2,0,0.0,0,0.0,0,0,-4.8,1.44,0,,0.0,92.5
Joshua Wood,163421,QB,FRESNO ST,6,29,32,5,20.0,20.0,10.8,1,20.0,1,20.0,1,0,36.4,3.8,2,0.0,0.0,32.5,4,25.0,50.0,5.3,0,0.0,0,0.0,0,0,14.3,3.0,1,0.0,0.0,49.0,9,88.9,88.9,9.4,0,0.0,0,0.0,0,1,2.8,2.36,1,0.0,0.0,143.1,9,100.0,100.0,4.6,0,0.0,0,0.0,0,0,-3.3,1.76,1,0.0,0.0,85.6
David Lynch,170120,QB,PITTSBURGH,3,27,31,5,0.0,0.0,0.0,0,0.0,2,40.0,1,0,27.0,2.62,1,0.0,0.0,0.0,4,50.0,50.0,8.3,0,0.0,0,0.0,1,0,12.5,2.45,0,,0.0,38.5,13,76.9,84.6,5.2,0,0.0,1,7.1,1,0,3.5,2.26,4,0.0,0.0,55.6,4,100.0,100.0,2.8,0,0.0,0,0.0,0,0,-3.0,1.6,0,,0.0,79.2
RJ Martinez,147690,QB,TEXAS ST,2,24,30,2,0.0,0.0,0.0,0,0.0,0,0.0,0,0,32.5,2.55,0,,0.0,39.6,4,25.0,25.0,3.0,0,0.0,0,0.0,0,0,12.8,2.3,0,,0.0,39.6,9,88.9,88.9,4.6,0,0.0,0,0.0,1,0,1.8,2.36,2,0.0,0.0,46.1,9,100.0,100.0,10.6,0,0.0,0,0.0,0,0,-3.4,1.87,1,0.0,0.0,110.6
Timmy McClain,144488,QB,ARK STATE,4,21,29,4,50.0,50.0,12.8,0,0.0,0,0.0,0,2,31.5,2.85,2,0.0,0.0,135.4,2,50.0,100.0,8.5,0,0.0,0,0.0,0,0,13.0,2.15,0,,0.0,79.2,6,83.3,100.0,9.3,0,0.0,0,0.0,0,1,5.2,3.23,3,0.0,0.0,145.1,7,85.7,85.7,5.6,0,0.0,0,0.0,0,0,-3.1,1.34,0,,0.0,89.9
AJ Bianco,158232,QB,NEVADA,3,24,28,4,0.0,0.0,0.0,0,0.0,2,50.0,0,0,24.5,2.68,0,,0.0,39.6,11,72.7,72.7,10.5,1,9.1,0,0.0,0,1,14.0,3.0,1,0.0,0.0,136.9,7,100.0,100.0,7.7,0,0.0,0,0.0,0,0,4.3,2.76,2,0.0,0.0,98.8,1,100.0,100.0,3.0,0,0.0,0,0.0,0,0,-4.0,3.3,1,0.0,0.0,79.2
Gaston Moore,123756,QB,TENNESSEE,5,27,28,6,33.3,33.3,11.8,2,20.0,1,10.0,1,1,36.8,2.93,4,0.0,0.0,79.2,8,37.5,62.5,4.8,0,0.0,1,11.1,0,1,12.5,2.5,1,0.0,0.0,92.7,8,75.0,87.5,6.8,0,0.0,0,0.0,1,0,5.4,2.3,0,,0.0,53.1,5,100.0,100.0,7.6,0,0.0,0,0.0,0,0,-1.8,1.56,0,,0.0,98.3
Chubba Purdy,122412,QB,NEVADA,4,25,28,3,33.3,33.3,21.0,1,33.3,0,0.0,0,1,37.3,3.1,1,0.0,0.0,121.5,5,80.0,80.0,13.6,0,0.0,0,0.0,0,0,12.4,3.24,2,0.0,0.0,118.8,11,81.8,81.8,6.9,0,0.0,1,9.1,1,0,4.6,2.15,2,0.0,0.0,57.6,5,80.0,80.0,5.2,0,0.0,0,0.0,0,0,-2.2,2.52,0,,0.0,88.3
EJ Caminong,188167,QB,CAL,1,19,27,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,25.0,2.5,0,,0.0,39.6,5,40.0,40.0,7.4,1,20.0,1,20.0,0,0,13.8,2.64,1,0.0,0.0,66.3,7,42.9,42.9,2.4,0,0.0,0,0.0,0,0,4.7,1.76,0,,0.0,50.3,3,33.3,33.3,1.0,0,0.0,0,0.0,0,0,-2.3,2.37,0,,0.0,42.4
Ty Simpson,157008,QB,ALABAMA,4,25,27,4,25.0,25.0,10.8,1,16.7,0,0.0,0,0,44.8,3.95,2,0.0,0.0,71.9,5,60.0,60.0,10.0,0,0.0,0,0.0,0,0,12.0,3.26,2,0.0,0.0,93.8,9,66.7,88.9,5.0,0,0.0,0,0.0,0,0,5.9,2.33,0,,0.0,78.5,7,57.1,85.7,4.1,0,0.0,0,0.0,0,0,-2.1,1.49,1,0.0,0.0,67.0
Emory Williams,170099,QB,MIAMI FL,2,26,26,5,40.0,40.0,15.2,2,40.0,1,20.0,1,1,31.6,3.42,0,,0.0,87.5,2,50.0,50.0,5.5,0,0.0,0,0.0,0,0,14.0,2.3,0,,0.0,66.7,8,75.0,100.0,4.5,0,0.0,0,0.0,0,0,3.9,2.38,1,0.0,0.0,83.3,7,100.0,100.0,9.1,0,0.0,0,0.0,0,0,-3.9,1.4,0,,0.0,104.8
Ryan Burger,157544,QB,LIBERTY,5,19,26,3,33.3,33.3,9.7,0,0.0,0,0.0,0,0,24.0,3.97,1,0.0,0.0,70.1,3,33.3,33.3,6.0,1,25.0,0,0.0,0,0,13.0,3.83,1,0.0,0.0,54.9,7,57.1,57.1,3.7,0,0.0,0,0.0,0,0,5.1,2.06,1,0.0,0.0,65.2,3,66.7,100.0,5.0,0,0.0,0,0.0,0,0,-5.0,2.37,2,0.0,0.0,78.5
EJ Colson,190335,QB,UCF,2,16,26,3,0.0,0.0,0.0,0,0.0,0,0.0,0,0,28.7,2.77,0,,0.0,39.6,3,33.3,33.3,5.3,0,0.0,0,0.0,0,0,15.3,2.17,1,0.0,0.0,52.1,8,75.0,87.5,5.9,0,0.0,1,12.5,1,1,3.6,3.0,1,0.0,0.0,89.1,2,100.0,100.0,0.5,0,0.0,0,0.0,0,0,-3.0,1.7,0,,0.0,79.2
Devin Brown,156479,QB,OHIO STATE,6,20,25,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,42.0,3.1,0,,0.0,39.6,6,66.7,66.7,11.0,0,0.0,0,0.0,0,1,12.3,2.6,1,0.0,0.0,143.1,9,44.4,55.6,3.8,0,0.0,0,0.0,0,0,5.6,2.29,0,,0.0,54.9,4,75.0,75.0,3.5,0,0.0,0,0.0,0,0,-3.5,1.5,0,,0.0,79.2
